"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Overfelt R.; Chen S.-F.; Rulison A.; Watkins J.","Overfelt, R. (7007101902); Chen, S.-F. (37040243700); Rulison, A. (6602858748); Watkins, J. (7402110119)","7007101902; 37040243700; 6602858748; 7402110119","Estimated uncertainties in measurements of molten metal surface tension and viscosity","1996","1996 Space Programs and Technologies Conference","","","","1","11","10","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983157303&partnerID=40&md5=e3b3d4f23fb4a295ba67874f832a39ea","","Liquid metals; Liquid sloshing; Space stations; Surface tension; Thermodynamic properties; Viscosity; Auburn universities; Computational model; Containerless techniques; High temperature; Industrial alloys; Measurements of; Metal surface tension; State of the art; Uncertainty analysis","Conference paper","Final","","Scopus","2-s2.0-84983157303"
"Friedman R.","Friedman, Robert (7401990167)","7401990167","Fire safety in the low-gravity spacecraft environment","1999","SAE Technical Papers","","","","","","","9","10.4271/1999-01-1937","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072451482&doi=10.4271%2f1999-01-1937&partnerID=40&md5=111b82dd6254b8fd76fbc5b650bd161e","","Fireproofing; Fires; Liquid sloshing; Microgravity; Microgravity processing; Spacecraft; Atmospheric flows; Extinguishing agent; Fire prevention; Fire suppression; Future improvements; Material flammabilities; Oxygen concentrations; Standard materials; Fire resistance","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85072451482"
"Standingford D.W.F.; Schwartz L.W.","Standingford, David W. F. (6508109534); Schwartz, Leonard W. (16423063200)","6508109534; 16423063200","A model for contact—line energy dissipation for sloshing motions in partially filled containers","1999","37th Aerospace Sciences Meeting and Exhibit","","","AIAA 99-1035","","","11","2","10.2514/6.1999-1035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983155127&doi=10.2514%2f6.1999-1035&partnerID=40&md5=55022e7e6c33a6ace4b7761b30283e11","","Aerospace engineering; Containers; Damping; Energy dissipation; Magnetic bubbles; Surface waves; Contact-line dynamics; Disjoining pressures; Finite contact angle; Forced oscillations; Scientific community; Solid boundaries; Static contact angle; Three-phase contact line; Contact angle","Conference paper","Final","","Scopus","2-s2.0-84983155127"
"Arnold W.A.; Jacqmin D.A.; Gaug R.L.; Chait A.","Arnold, W.A. (55547123954); Jacqmin, D.A. (7004605833); Gaug, R.L. (6504462386); Chait, A. (7103314518)","55547123954; 7004605833; 6504462386; 7103314518","Convection phenomena in low-gravity processing: The GTE GaAs space experiment","1990","28th Aerospace Sciences Meeting, 1990","","","AIAA-90-0409","","","","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003480967&partnerID=40&md5=556d461147b5af1a2c417fba87e9e0dc","","Aerospace engineering; Gallium arsenide; Semiconducting gallium; Convection phenomena; Full three-dimensional; Gravitational accelerations; Gravitational orientation; Low gravity processing; Steady-state models; Three-dimensional flow; Time dependent simulation; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-85003480967"
"Schmidt G.R.; Nadarajah A.; Chung T.J.","Schmidt, G.R. (7403700169); Nadarajah, A. (36723946200); Chung, T.J. (7401571459)","7403700169; 36723946200; 7401571459","Influence of two-phase thermocapillary flow on liquid surface morphology","1995","33rd Aerospace Sciences Meeting and Exhibit","","","AIAA 95-0821","","","11","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963613079&partnerID=40&md5=be8a68c3ce21429e71c91cbc3db0fd71","","Aerospace engineering; Flow of fluids; Heat transfer; Liquid sloshing; Surface morphology; Wetting; Evaporation and condensation; Fluid flow and heat transfers; Free surfaces; Numerical techniques; Open cavity model; Thermocapillary flow; Wetting fluid; Wetting liquids; Capillary flow","Conference paper","Final","","Scopus","2-s2.0-84963613079"
"Delil A.A.M.","Delil, A.A.M. (6603904353)","6603904353","Gravity dependence of pressure drop and heat transfer in straight two-phase heat transport system condenser ducts","1992","SAE Technical Papers","","","","","","","5","10.4271/921168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072420188&doi=10.4271%2f921168&partnerID=40&md5=68f699f42f35b7a4344ebdf0ead0d146","","Condensation; Drops; Fighter aircraft; Flow patterns; Heat transfer; Liquid sloshing; Pressure drop; Rockets; Space flight; Condensation pressure; Condenser pressure; Heat transport systems; Horizontal ducts; Low gravity environment; Reduced gravity aircraft; Thermal loadings; Thermal modelling; Ducts","Conference paper","Final","","Scopus","2-s2.0-85072420188"
"Sell P.-J.; Maisch E.; Siekmann J.","Sell, P.-J. (16470032000); Maisch, E. (7801401473); Siekmann, J. (7005460483)","16470032000; 7801401473; 7005460483","Fluid transport in capillary systems under microgravity","1984","Acta Astronautica","11","9","","577","583","6","14","10.1016/0094-5765(84)90030-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021489424&doi=10.1016%2f0094-5765%2884%2990030-4&partnerID=40&md5=f3f227d5405554a1328f40a02934a691","","FLOW OF FLUIDS - Capillaries; SPACE FLIGHT - Weightlessness; MICROGRAVITY EFFECTS; GRAVITATIONAL EFFECTS","Article","Final","","Scopus","2-s2.0-0021489424"
"Grodsinsky C.M.","Grodsinsky, Carlos M. (57213995417)","57213995417","Development to demonstration of active magnetic microgravity isolation systems","1994","SAE Technical Papers","","","","","","","0","10.4271/941418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072415075&doi=10.4271%2f941418&partnerID=40&md5=fedfda9e06b03c003eba2ec3a5af1130","","Environmental engineering; Environmental management; Flight control systems; Free flight; Liquid sloshing; Microgravity; Space flight; Space shuttles; Space stations; Acceleration sensitive; Design constraints; Dynamic environments; Low gravity environment; Microgravity experiments; Random environment; Science community; Technological science; Microgravity processing","Conference paper","Final","","Scopus","2-s2.0-85072415075"
"Concus Paul; Finn Robert","Concus, Paul (7003287233); Finn, Robert (7101739909)","7003287233; 7101739909","Equilibrium fluid interface behavior under low- and zero-gravity conditions II","1996","NASA Conference Publication","","3338","","649","654","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030383541&partnerID=40&md5=9f452f788a609c99c15b584801c2ae87","","Adhesion; Calculations; Contact angle; Gravitational effects; Liquids; Mathematical models; Solids; Space research; Surface tension; Vapors; Angular liquid bridge; Liquid vapor free surfaces; Solid liquid interface; Interfaces (materials)","Conference paper","Final","","Scopus","2-s2.0-0030383541"
"Antar B.N.; Kornfeld D.M.","Antar, Basil N. (6701760736); Kornfeld, Dale M. (7004209305)","6701760736; 7004209305","Bubble generation during low-gravity fluid handling procedures","1995","33rd Aerospace Sciences Meeting and Exhibit","","","AlAA 95-0878","","","9","1","10.2514/6.1995-878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250876583&doi=10.2514%2f6.1995-878&partnerID=40&md5=f01869c18b2e6e849195c1f9b4db3d92","","Aerospace engineering; Contact angle; Materials handling; NASA; Reynolds equation; Reynolds number; Wave propagation; Bubble generation; Dynamical state; Fluid handling; Free surfaces; Gas entrainment; Liquid handling; Low gravity environment; Weber numbers; Liquids","Conference paper","Final","","Scopus","2-s2.0-34250876583"
"Versteeg M.H.J.B.; Monkel A.; Verpoorte J.; Jaarsma J.","Versteeg, M.H.J.B. (58342001100); Monkel, A. (6507842411); Verpoorte, J. (55685723900); Jaarsma, J. (55680555400)","58342001100; 6507842411; 55685723900; 55680555400","Flexible data acquisition and control system for TPX/G557","1994","SAE Technical Papers","","","","","","","0","10.4271/941351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072426521&doi=10.4271%2f941351&partnerID=40&md5=501e03dcda926017cec565de48fb1a77","","Environmental engineering; Environmental management; Flight control systems; Heat transfer; Liquid sloshing; Space shuttles; Control software; Data acquisition system; Experiment parameters; Low gravity environment; Short time frames; Stand -alone; Two phase; Two-phase heat transfer; Data acquisition","Conference paper","Final","","Scopus","2-s2.0-85072426521"
"Smith T.J.; Henning R.A.; Li Q.","Smith, Thomas J. (55728673000); Henning, Robert A. (7102568897); Li, Qian (55691408500)","55728673000; 7102568897; 55691408500","Teleoperation in space-modeling effects of displaced feedback and microgravity on tracking performance","1998","SAE Technical Papers","","","","","","","9","10.4271/981701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072463154&doi=10.4271%2f981701&partnerID=40&md5=a7e85aa32e293859f2b3400da342b04c","","Liquid sloshing; Materials handling; Microgravity; Microgravity processing; Remote control; Visual communication; Angular displacement; Deleterious effects; Graphical displays; Inertial properties; Manual materials handling; Performance degradation; Telerobotic control; Tracking performance; Feedback","Conference paper","Final","","Scopus","2-s2.0-85072463154"
"Buckingham R.; Shearer M.; Bertozzi A.","Buckingham, Robert (57197304445); Shearer, Michael (7103146290); Bertozzi, Andrea (17134312900)","57197304445; 7103146290; 17134312900","Thin film traveling waves and the Navier slip condition","2002","SIAM Journal on Applied Mathematics","63","2","","722","744","22","39","10.1137/S0036139902401409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037767124&doi=10.1137%2fS0036139902401409&partnerID=40&md5=0867fa010da1888c84a023e55d9b5f1e","Contact lines; Nonlinear partial differential equations; Thin liquid films; Traveling waves","Contact angle; Gravitation; Lubrication; Partial differential equations; Traveling waves; Thin films","Article","Final","","Scopus","2-s2.0-0037767124"
"Houston J.; Tillotson B.","Houston, Janice (57190794190); Tillotson, Brian (6603190247)","57190794190; 6603190247","Heat transport in microgravity via magnetothermal convection","1997","35th Aerospace Sciences Meeting and Exhibit","","","AIAA Paper 97-0815","1","7","6","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983200729&partnerID=40&md5=d26d2c6a214bf71b30d5342d69ad25e8","","Aerospace engineering; Air; Gears; Heat transfer; Liquid sloshing; Magnetic fields; Magnetic susceptibility; Magnetism; Microgravity; Microgravity processing; Navier Stokes equations; Temperature; Thermal gradients; Bernoulli equations; Diamagnetic fluids; Heat transport systems; Homogenous magnetic field; Magnetothermal convection; Nonuniform magnetic fields; Susceptibility differences; Temperature variation; Heat convection","Conference paper","Final","","Scopus","2-s2.0-84983200729"
"Albayyari J.M.; Subramanya K.K.","Albayyari, Jihad. M. (6602648111); Subramanya, Karteek. K. (7004514504)","6602648111; 7004514504","Development of an analytical model: Tank pressure control experiment","2000","ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)","2000-S","","","195","201","6","0","10.1115/IMECE2000-1382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119654763&doi=10.1115%2fIMECE2000-1382&partnerID=40&md5=c935d95e45fa1f4eb9fb9712f366231a","","Computational fluid dynamics; Cryogenics; Digital storage; Energy dissipation; Kinetic energy; Kinetics; Liquid sloshing; NASA; Tanks (containers); Control experiments; Cryogenic fluid managements; Cryogenic fluids; Fill level; Fluid-dynamics; Freon 113; Management technologies; Saturation conditions; Space experiments; Storage tank; Mixing","Conference paper","Final","","Scopus","2-s2.0-85119654763"
"Ibrahim R.A.; Pilipchuk V.N.; Ikeda T.","Ibrahim, R.A. (7102593410); Pilipchuk, V.N. (7007043584); Ikeda, T. (57189850108)","7102593410; 7007043584; 57189850108","Recent advances in liquid sloshing dynamics","2001","Applied Mechanics Reviews","54","2","","133","199","66","374","10.1115/1.3097293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010480682&doi=10.1115%2f1.3097293&partnerID=40&md5=bfa241657bcc4d9cfacc421c770ab49c","","","Article","Final","","Scopus","2-s2.0-0010480682"
"Poirier A.; Ross G.G.; Bertrand P.; Wiertz V.","Poirier, A. (7003599369); Ross, G.G. (7402237273); Bertrand, P. (7202142210); Wiertz, V. (55302111900)","7003599369; 7402237273; 7202142210; 55302111900","Modification of wetting property of polycarbonate by means of ion beam implantation and storage in different gas environments","1999","Materials Research Society Symposium - Proceedings","504","","","425","430","5","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032686825&partnerID=40&md5=fe29d754c124991db44183773752daac","","Aging of materials; Argon; Contact angle; Ion implantation; Nitrogen; Oxygen; Secondary ion mass spectrometry; Surface treatment; Wetting; X ray photoelectron spectroscopy; Low energy ion beams; Polycarbonates","Conference paper","Final","","Scopus","2-s2.0-0032686825"
"Abe Y.","Abe, Y. (24350771400)","24350771400","Pool boiling under microgravity","1993","Microgravity Science and Technology","6","4","","229","238","9","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027887069&partnerID=40&md5=23d9757a672891d84a1c2f28d938527d","","Bubbles (in fluids); Cooling; Gravitational effects; Heat transfer; Interfaces (materials); Microgravity processing; Organic compounds; Space simulators; Surface tension; Water; Pool boiling; Subcooling; Boiling liquids","Article","Final","","Scopus","2-s2.0-0027887069"
"Delil A.A.M.; Heemskerk J.F.; Supper W.","Delil, A.A.M. (6603904353); Heemskerk, J.F. (7006312104); Supper, W. (6603572277)","6603904353; 7006312104; 6603572277","TPX: Two-phase experiment for get away special G-557","1991","SAE Technical Papers","","","","","","","0","10.4271/911521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072368588&doi=10.4271%2f911521&partnerID=40&md5=dd2f1dbfe61b838ef6911f0fd15aa4d9","","Heat transfer; Liquid sloshing; Orbits; Space flight; Critical design reviews; Future spacecraft; Heat transport systems; In-orbit technology; Low gravity environment; Mechanically pumped; Thermal management systems; Transport distances; Two phase flow","Conference paper","Final","","Scopus","2-s2.0-85072368588"
"Dodge F.T.; Kana D.D.","Dodge, Franklin T. (35617917500); Kana, Daniel D. (7004003243)","35617917500; 7004003243","Liquid slosh dynamics and control technology program","1991","AIAA/NASA/OAI Conference on Advanced SEI Technologies, 1991","","","AIAA 91-3547","","","","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007090128&partnerID=40&md5=bb911871afef30675113985c38f381c3","","Liquids; Dynamics and control; Linearized models; Liquid-vapor interface; Low-gravity condition; Space experiments; Spatial requirements; Spherical pendulum; Surface physics; Liquid sloshing","Conference paper","Final","","Scopus","2-s2.0-85007090128"
"Popova L.N.","Popova, L.N. (7202502752)","7202502752","Nonaxisymmetric equilibrium shapes of a drop on a plane","1983","Fluid Dynamics","18","4","","634","637","3","6","10.1007/BF01090633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020777262&doi=10.1007%2fBF01090633&partnerID=40&md5=324855878ff4f41b078a5ffa8fac2792","","GRAVITATIONAL EFFECTS; SPACE FLIGHT - Weightlessness; LIQUIDS","Article","Final","","Scopus","2-s2.0-0020777262"
